ID;Brand;Model;Width;Profile;Rim;Category;Price;Stock;Tag;Description;SpeedRating;LoadIndex;Image
365;Xbri;FORZA H/T F1 XL;265;70;16;camionetas;207600;12;Destacado;Neumático Xbri FORZA H/T F1 XL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;H;115;https://www.sunset.com.py/img/pattern/xbri/124522/xbri_forza-ht-f1_01_s.jpg
366;Linglong;CROSSWIND A/T100;255;70;15;camionetas;207600;4;Premium;Neumático Linglong CROSSWIND A/T100 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;T;108;https://www.sunset.com.py/img/pattern/linglong/88502/linglong_crosswind-at100_01_s.jpg
367;Xbri;FORZA H/T W1;265;70;16;camionetas;207600;15;;Neumático Xbri FORZA H/T W1 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;T;112;https://www.sunset.com.py/img/pattern/xbri/139723/xbri_forza-ht-w1_01_s.jpg
368;Xbri;FORZA A/T;265;65;17;camionetas;210800;21;;Neumático Xbri FORZA A/T de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;T;112;https://www.sunset.com.py/img/pattern/xbri/58444/xbri_forza-at-2_01_s.jpg
369;Xbri;FORZA HT;225;70;16;camionetas;210800;21;Oferta;Neumático Xbri FORZA HT de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;H;103;https://www.sunset.com.py/img/pattern/xbri/58440/xbri_forza-ht-2_01_s.jpg
370;Xbri;LT   FORZA H/T;31.00;10.50;15;camionetas;210800;17;;Neumático Xbri LT   FORZA H/T de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;Q;109;https://www.sunset.com.py/img/pattern/xbri/51604/xbri_forza-ht_01_s.jpg
371;Linglong;COMFORT MASTER;225;70;16;camionetas;210800;4;;Neumático Linglong COMFORT MASTER de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;H;103;https://www.sunset.com.py/img/pattern/linglong/108902/linglong_comfort-master_01_s.jpg
372;Xbri;FORZA A/T C1 WL;265;70;16;camionetas;210800;21;;Neumático Xbri FORZA A/T C1 WL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;T;112;https://www.sunset.com.py/img/pattern/xbri/143761/xbri_forza-at-c1_01_s.jpg
373;Xbri;FORZA HT;235;60;17;camionetas;210800;5;Destacado;Neumático Xbri FORZA HT de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;H;102;https://www.sunset.com.py/img/pattern/xbri/58440/xbri_forza-ht-2_01_s.jpg
374;Xbri;LT  110/ FORZA M/T 2 WL;235;70;16;camionetas;211600;15;;Neumático Xbri LT  110/ FORZA M/T 2 WL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;Q;107;https://www.sunset.com.py/img/pattern/xbri/90100/xbri_forza-mt-2_01_s.jpg
375;Xbri;FORZA A/T;265;70;16;camionetas;212400;5;;Neumático Xbri FORZA A/T de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;T;112;https://www.sunset.com.py/img/pattern/xbri/58444/xbri_forza-at-2_01_s.jpg
376;Sunset;VENTTURA H/T G1;265;70;16;camionetas;215600;16;;Neumático Sunset VENTTURA H/T G1 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;H;112;https://www.sunset.com.py/img/pattern/sunset/130900/sunset_venttura-ht-g1_01_s.jpg
377;Sunset;TIRES   ALL-TERRAIN T/A-WL;265;70;16;camionetas;215600;13;;Neumático Sunset TIRES   ALL-TERRAIN T/A-WL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;T;112;https://www.sunset.com.py/img/pattern/sunset-tires/108900/sunset-tires_all-terrain-ta-lb_01_s.jpg
378;Xbri;SPORTLINE XL;275;45;20;camionetas;215600;24;;Neumático Xbri SPORTLINE XL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;V;110;https://www.sunset.com.py/img/pattern/xbri/58420/xbri_sportline_01_s.jpg
379;Xbri;FORZA H/T W1 XL;235;55;18;camionetas;215600;21;;Neumático Xbri FORZA H/T W1 XL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;V;104;https://www.sunset.com.py/img/pattern/xbri/139723/xbri_forza-ht-w1_01_s.jpg
380;Sunset;TIRES   ALL-TERRAIN T/A WL;265;70;16;camionetas;215600;6;;Neumático Sunset TIRES   ALL-TERRAIN T/A WL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;T;112;https://www.sunset.com.py/img/pattern/sunset-tires/108900/sunset-tires_all-terrain-ta-lb_01_s.jpg
381;Linglong;CROSSWIND H/T;245;65;17;camionetas;215600;7;Premium;Neumático Linglong CROSSWIND H/T de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;T;107;https://www.sunset.com.py/img/pattern/linglong/45206/linglong_crosswind-ht_01_s.jpg
382;Sunset;TIRES    ALL-TERRAIN T/A WL;31.00;10.50;15;camionetas;215600;7;;Neumático Sunset TIRES    ALL-TERRAIN T/A WL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;S;109;https://www.sunset.com.py/img/pattern/sunset-tires/108900/sunset-tires_all-terrain-ta-lb_01_s.jpg
383;Sunset;LT  120/ VENTTURA A/T B1;235;85;16;camionetas;215600;4;;Neumático Sunset LT  120/ VENTTURA A/T B1 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;R;116;https://www.sunset.com.py/img/pattern/sunset/56881/sunset_venttura-at-b1_01_s.jpg
384;Xbri;FORZA A/T;215;65;17;camionetas;218000;7;;Neumático Xbri FORZA A/T de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;T;99;https://www.sunset.com.py/img/pattern/xbri/58444/xbri_forza-at-2_01_s.jpg
385;Xbri;FORZA H/T F1;255;65;17;camionetas;218000;20;;Neumático Xbri FORZA H/T F1 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;H;110;https://www.sunset.com.py/img/pattern/xbri/124522/xbri_forza-ht-f1_01_s.jpg
386;Xbri;LT  100/ FORZA M/T;215;75;15;camionetas;218000;8;;Neumático Xbri LT  100/ FORZA M/T de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;Q;97;https://www.sunset.com.py/img/pattern/xbri/58025/xbri_forza-mt_01_s.jpg
387;Xbri;FORZA H/T W1;265;65;17;camionetas;218000;19;;Neumático Xbri FORZA H/T W1 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;H;112;https://www.sunset.com.py/img/pattern/xbri/139723/xbri_forza-ht-w1_01_s.jpg
388;Xbri;FORZA A/T F1;265;70;16;camionetas;218000;23;;Neumático Xbri FORZA A/T F1 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;T;112;https://www.sunset.com.py/img/pattern/xbri/124525/xbri_forza-at-f1_01_s.jpg
389;Sunset;VENTTURA HP B1 XL;255;60;18;camionetas;218000;8;Destacado;Neumático Sunset VENTTURA HP B1 XL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;V;112;https://www.sunset.com.py/img/pattern/sunset/56884/sunset_venttura-hp-b1_01_s.jpg
390;Xbri;FORZA H/T C2;255;70;16;camionetas;219600;11;;Neumático Xbri FORZA H/T C2 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;T;111;https://www.sunset.com.py/img/pattern/xbri/144521/xbri_forza-ht-c2_01_s.jpg
391;Linglong;GREEN-MAX 4X4 HP XL;275;45;20;camionetas;219600;8;;Neumático Linglong GREEN-MAX 4X4 HP XL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;V;110;https://www.sunset.com.py/img/pattern/linglong/49256/linglong_green-max-4x4-hp_01_s.jpg
392;Linglong;CROSSWIND M/T XL;215;80;16;camionetas;219600;19;;Neumático Linglong CROSSWIND M/T XL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;S;107;https://www.sunset.com.py/img/pattern/linglong/47600/linglong_crosswind-mt_01_s.jpg
393;Xbri;FORZA H/T F1 XL;255;55;19;camionetas;221200;23;Oferta;Neumático Xbri FORZA H/T F1 XL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;V;111;https://www.sunset.com.py/img/pattern/xbri/124522/xbri_forza-ht-f1_01_s.jpg
394;Linglong;CROSSWIND A/T WL;265;70;17;camionetas;221200;27;;Neumático Linglong CROSSWIND A/T WL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;T;115;https://www.sunset.com.py/img/pattern/linglong/45205/linglong_crosswind-at_01_s.jpg
395;Linglong;LT   CROSSWIND A/T100;31.00;10.50;15;camionetas;221200;16;;Neumático Linglong LT   CROSSWIND A/T100 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;R;109;https://www.sunset.com.py/img/pattern/linglong/88502/linglong_crosswind-at100_01_s.jpg
396;Xbri;FORZA H/T F1;245;60;18;camionetas;221200;21;Premium;Neumático Xbri FORZA H/T F1 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;H;105;https://www.sunset.com.py/img/pattern/xbri/124522/xbri_forza-ht-f1_01_s.jpg
397;Xbri;LT  120/ FORZA A/T;245;75;16;camionetas;221200;12;Destacado;Neumático Xbri LT  120/ FORZA A/T de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;Q;116;https://www.sunset.com.py/img/pattern/xbri/54422/xbri_forza-at_01_s.jpg
398;Sunset;TIRES   ALL-TERRAIN T/A XL WL;245;65;17;camionetas;221200;27;;Neumático Sunset TIRES   ALL-TERRAIN T/A XL WL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;T;111;https://www.sunset.com.py/img/pattern/sunset-tires/108900/sunset-tires_all-terrain-ta-lb_01_s.jpg
399;Xbri;FORZA HT;245;60;18;camionetas;221200;22;;Neumático Xbri FORZA HT de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;H;105;https://www.sunset.com.py/img/pattern/xbri/58440/xbri_forza-ht-2_01_s.jpg
400;Linglong;CROSSWIND 4X4 HP;265;65;17;camionetas;221200;16;;Neumático Linglong CROSSWIND 4X4 HP de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;H;112;https://www.sunset.com.py/img/pattern/linglong/48800/linglong_crosswind-4x4-hp_01_s.jpg
401;Xbri;FORZA A/T C1 WL;265;65;17;camionetas;221200;21;;Neumático Xbri FORZA A/T C1 WL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;H;112;https://www.sunset.com.py/img/pattern/xbri/143761/xbri_forza-at-c1_01_s.jpg
402;Xbri;LT  104/ FORZA M/T 2 WL;235;75;15;camionetas;221200;18;;Neumático Xbri LT  104/ FORZA M/T 2 WL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;Q;101;https://www.sunset.com.py/img/pattern/xbri/90100/xbri_forza-mt-2_01_s.jpg
403;Xbri;FORZA H/T C1 WL;235;60;18;camionetas;221200;22;;Neumático Xbri FORZA H/T C1 WL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;H;103;https://www.sunset.com.py/img/pattern/xbri/143762/xbri_forza-ht-c1_01_s.jpg
404;Xbri;FORZA A/T C1 WL;265;70;17;camionetas;221200;23;;Neumático Xbri FORZA A/T C1 WL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;T;115;https://www.sunset.com.py/img/pattern/xbri/143761/xbri_forza-at-c1_01_s.jpg
405;Sunset;TIRES   ALL-TERRAIN T/A WL;265;65;17;camionetas;221200;23;Oferta;Neumático Sunset TIRES   ALL-TERRAIN T/A WL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;T;112;https://www.sunset.com.py/img/pattern/sunset-tires/108900/sunset-tires_all-terrain-ta-lb_01_s.jpg
406;Sunset;TIRES LT  121/ ALL-TERRAIN T/A;265;70;17;camionetas;221200;13;;Neumático Sunset TIRES LT  121/ ALL-TERRAIN T/A de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;S;118;https://www.sunset.com.py/img/pattern/sunset-tires/91301/sunset-tires_all-terrain-ta_01_s.jpg
407;Sunset;TIRES    MUD-TERRAIN M/T WL;31.00;10.50;15;camionetas;221200;4;;Neumático Sunset TIRES    MUD-TERRAIN M/T WL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;Q;109;https://www.sunset.com.py/img/pattern/sunset-tires/107707/sunset-tires_mud-terrain-mt_01_s.jpg
408;Xbri;FORZA A/T 2 XL;285;60;18;camionetas;222800;11;;Neumático Xbri FORZA A/T 2 XL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;S;120;https://www.sunset.com.py/img/pattern/xbri/58444/xbri_forza-at-2_01_s.jpg
409;Xbri;FORZA A/T C1 WL;31.00;10.50;15;camionetas;222800;14;;Neumático Xbri FORZA A/T C1 WL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;R;109;https://www.sunset.com.py/img/pattern/xbri/143761/xbri_forza-at-c1_01_s.jpg
410;Xbri;FORZA H/T E1;265;65;17;camionetas;222800;21;;Neumático Xbri FORZA H/T E1 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;T;112;https://www.sunset.com.py/img/pattern/xbri/118503/xbri_forza-ht-e1_01_s.jpg
411;Xbri;FORZA H/T C2;265;60;18;camionetas;222800;6;Premium;Neumático Xbri FORZA H/T C2 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;H;110;https://www.sunset.com.py/img/pattern/xbri/144521/xbri_forza-ht-c2_01_s.jpg
412;Xbri;LT  123/ FORZA A/T F1;265;75;16;camionetas;222800;9;;Neumático Xbri LT  123/ FORZA A/T F1 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;R;120;https://www.sunset.com.py/img/pattern/xbri/124525/xbri_forza-at-f1_01_s.jpg
413;Xbri;FORZA A/T F1;265;65;17;camionetas;223600;18;Destacado;Neumático Xbri FORZA A/T F1 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;T;112;https://www.sunset.com.py/img/pattern/xbri/124525/xbri_forza-at-f1_01_s.jpg
414;Sunset;TIRES   ALL-TERRAIN T/A XL WL;235;50;20;camionetas;224400;23;;Neumático Sunset TIRES   ALL-TERRAIN T/A XL WL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;H;104;https://www.sunset.com.py/img/pattern/sunset-tires/108900/sunset-tires_all-terrain-ta-lb_01_s.jpg
415;Xbri;LT  115/ BRUTUS T/A;225;75;16;camionetas;224400;26;;Neumático Xbri LT  115/ BRUTUS T/A de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;Q;112;https://www.sunset.com.py/img/pattern/xbri/68480/xbri_brutus-ta_01_s.jpg
416;Xbri;FORZA A/T C1 WL;265;75;16;camionetas;224400;24;;Neumático Xbri FORZA A/T C1 WL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;T;116;https://www.sunset.com.py/img/pattern/xbri/143761/xbri_forza-at-c1_01_s.jpg
417;Sunset;TIRES   ALL-TERRAIN T/A WL;265;75;16;camionetas;224400;17;Oferta;Neumático Sunset TIRES   ALL-TERRAIN T/A WL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;S;116;https://www.sunset.com.py/img/pattern/sunset-tires/108900/sunset-tires_all-terrain-ta-lb_01_s.jpg
418;Sunset;TIRES LT  121/ ALL-TERRAIN T/A WL;285;70;17;camionetas;224400;19;;Neumático Sunset TIRES LT  121/ ALL-TERRAIN T/A WL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;S;118;https://www.sunset.com.py/img/pattern/sunset-tires/108900/sunset-tires_all-terrain-ta-lb_01_s.jpg
419;Linglong;LT  110/ CROSSWIND M/T;225;75;16;camionetas;227600;6;;Neumático Linglong LT  110/ CROSSWIND M/T de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;Q;107;https://www.sunset.com.py/img/pattern/linglong/47600/linglong_crosswind-mt_01_s.jpg
420;Xbri;LT  115/ FORZA M/T;215;85;16;camionetas;227600;15;;Neumático Xbri LT  115/ FORZA M/T de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;Q;112;https://www.sunset.com.py/img/pattern/xbri/58025/xbri_forza-mt_01_s.jpg
421;Xbri;FORZA HT;265;75;16;camionetas;227600;19;Destacado;Neumático Xbri FORZA HT de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;T;116;https://www.sunset.com.py/img/pattern/xbri/58440/xbri_forza-ht-2_01_s.jpg
422;Xbri;FORZA HT 2 XL;265;60;18;camionetas;227600;27;;Neumático Xbri FORZA HT 2 XL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;H;114;https://www.sunset.com.py/img/pattern/xbri/58440/xbri_forza-ht-2_01_s.jpg
423;Sunset;VENTTURA A/T B1;255;70;16;camionetas;227600;12;;Neumático Sunset VENTTURA A/T B1 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;T;111;https://www.sunset.com.py/img/pattern/sunset/56881/sunset_venttura-at-b1_01_s.jpg
424;Xbri;FORZA H/T F1;265;60;18;camionetas;227600;16;;Neumático Xbri FORZA H/T F1 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;H;110;https://www.sunset.com.py/img/pattern/xbri/124522/xbri_forza-ht-f1_01_s.jpg
425;Xbri;SPORT+ 2 XL;235;55;18;camionetas;230000;7;;Neumático Xbri SPORT+ 2 XL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;V;104;https://www.sunset.com.py/img/pattern/xbri/56420/xbri_sport+-2_01_s.jpg
426;Sunset;TIRES LT  120/ ALL-TERRAIN T/A WL;255;70;16;camionetas;231600;21;Premium;Neumático Sunset TIRES LT  120/ ALL-TERRAIN T/A WL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;S;117;https://www.sunset.com.py/img/pattern/sunset-tires/108900/sunset-tires_all-terrain-ta-lb_01_s.jpg
427;Xbri;LT  118/ FORZA M/T 2 WL;245;70;16;camionetas;234800;24;;Neumático Xbri LT  118/ FORZA M/T 2 WL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;Q;115;https://www.sunset.com.py/img/pattern/xbri/90100/xbri_forza-mt-2_01_s.jpg
428;Sunset;LT  123/ VENTTURA M/T B1;265;75;16;camionetas;234800;16;;Neumático Sunset LT  123/ VENTTURA M/T B1 de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;Q;120;https://www.sunset.com.py/img/pattern/sunset/56887/sunset_venttura-mt-b1_01_s.jpg
429;Linglong;LT   CROSSWIND M/T;31.00;10.50;15;camionetas;238000;15;Oferta;Neumático Linglong LT   CROSSWIND M/T de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;Q;109;https://www.sunset.com.py/img/pattern/linglong/47600/linglong_crosswind-mt_01_s.jpg
430;Xbri;FORZA HT 2 XL;235;60;18;camionetas;238000;24;;Neumático Xbri FORZA HT 2 XL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;H;107;https://www.sunset.com.py/img/pattern/xbri/58440/xbri_forza-ht-2_01_s.jpg
431;Linglong;CROSSWIND A/T WL;265;60;18;camionetas;238000;15;;Neumático Linglong CROSSWIND A/T WL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;T;110;https://www.sunset.com.py/img/pattern/linglong/45205/linglong_crosswind-at_01_s.jpg
432;Sunset;TIRES LT  122/ ALL-TERRAIN T/A WL;265;65;18;camionetas;238000;10;;Neumático Sunset TIRES LT  122/ ALL-TERRAIN T/A WL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;R;119;https://www.sunset.com.py/img/pattern/sunset-tires/108900/sunset-tires_all-terrain-ta-lb_01_s.jpg
433;Xbri;FORZA A/T 2 XL;255;60;18;camionetas;238000;8;;Neumático Xbri FORZA A/T 2 XL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;T;112;https://www.sunset.com.py/img/pattern/xbri/58444/xbri_forza-at-2_01_s.jpg
434;Sunset;TIRES   ALL-TERRAIN T/A XL WL;285;55;20;camionetas;239600;20;;Neumático Sunset TIRES   ALL-TERRAIN T/A XL WL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;T;119;https://www.sunset.com.py/img/pattern/sunset-tires/108900/sunset-tires_all-terrain-ta-lb_01_s.jpg
435;Linglong;255/55RF18  AR200 - RUNFLAT;205;55;16;camionetas;239600;9;;Neumático Linglong 255/55RF18  AR200 - RUNFLAT de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;W;105;https://www.sunset.com.py/img/pattern/linglong/88500/linglong_ar200_01_s.jpg
436;Sunset;TIRES LT  121/ ALL-TERRAIN T/A WL;275;70;17;camionetas;239600;26;;Neumático Sunset TIRES LT  121/ ALL-TERRAIN T/A WL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;S;118;https://www.sunset.com.py/img/pattern/sunset-tires/108900/sunset-tires_all-terrain-ta-lb_01_s.jpg
437;Xbri;FORZA A/T 2 XL;275;55;20;camionetas;239600;5;Destacado;Neumático Xbri FORZA A/T 2 XL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;S;117;https://www.sunset.com.py/img/pattern/xbri/58444/xbri_forza-at-2_01_s.jpg
438;Xbri;FORZA A/T C2 WL;265;60;18;camionetas;239600;9;;Neumático Xbri FORZA A/T C2 WL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;H;110;https://www.sunset.com.py/img/pattern/xbri/148520/xbri_forza-at-c2_01_s.jpg
439;Sunset;TIRES LT  115/ ALL-TERRAIN T/A - WL;255;55;19;camionetas;239600;23;;Neumático Sunset TIRES LT  115/ ALL-TERRAIN T/A - WL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;S;112;https://www.sunset.com.py/img/pattern/sunset-tires/108900/sunset-tires_all-terrain-ta-lb_01_s.jpg
440;Xbri;LT   FORZA M/T 2 WL;31.00;10.50;15;camionetas;239600;18;;Neumático Xbri LT   FORZA M/T 2 WL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;Q;109;https://www.sunset.com.py/img/pattern/xbri/90100/xbri_forza-mt-2_01_s.jpg
441;Sunset;TIRES   ALL-TERRAIN T/A XL WL;285;60;18;camionetas;239600;25;Premium;Neumático Sunset TIRES   ALL-TERRAIN T/A XL WL de gran desempeño comercial, importado por APR Neumáticos. Diseñado bajo estándares premium para ofrecer el máximo confort de rodamiento y tracción segura en todo momento.;T;120;https://www.sunset.com.py/img/pattern/sunset-tires/108900/sunset-tires_all-terrain-ta-lb_01_s.jpg
